Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/21/2019 19:45:55,Dog,Sir Squeaksalot The Second,Twoie,9,Chinese Crested Powder Ouff
7/21/2019 19:46:29,Cat,Buddy,Buddy Boi,4,Shorthair 
7/21/2019 19:48:11,Dog,Colby Jack,Jack,5,German Shepherd / Mix
7/21/2019 19:48:27,Dog,Murphy ,Murph,1,Goldendoodle
7/21/2019 19:49:36,Dog,Phineas,Phineas,7,irish soft-coated wheaten terrier
7/21/2019 19:49:40,Dog,Peach,Peach,2,Mixed
7/21/2019 19:49:55,Dog,Moose Alexander,Moose,0.66,Maltipoo
7/21/2019 19:50:15,Cat,Eliza Goose,Eliza,2,grey
7/21/2019 19:50:19,Other,Nibbles,Nibsey,5,Short hair
7/21/2019 19:50:35,Cat,Chichi,Chichi,9,Tabby
7/21/2019 19:50:48,Cat,Isabella,Izzy,4,
7/21/2019 19:50:57,Dog,Ruby,Ruebs,6,Rhodesian Ridgeback 
7/21/2019 19:51:44,Dog,Ruby,Ruby,4,Labrador Retriever
7/21/2019 19:52:21,Dog,Min Ottende Bold,Otte,9,Black Labrador Retriever / Mix
7/21/2019 19:53:19,Dog,Min Fine Nimina Beana,Mina,6,Yellow Labrador 
7/21/2019 19:53:31,Dog,Lucy ,Lu,3,Great Pyrenees 
7/21/2019 19:53:32,Cat,Belvedere,Biff,16,shorthair mackerel tabby
7/21/2019 19:53:51,Cat,Heaven,Kitty,8,tortoise shell
7/21/2019 19:54:23,Dog,Lucy Lu,Luey,4,Basset Hound
7/21/2019 19:54:58,Dog,Katniss Underfoot,Katniss,9,Pit bull ish
7/21/2019 19:56:27,Dog,Sadie,Sayd,13,Border Collie
7/21/2019 19:56:30,Dog,Coco  Chanel Mademoiselle ,Coco,5,Golden Retriever / Mix
7/21/2019 19:56:48,Dog,Maggie,Mags,8,Border Collie
7/21/2019 19:58:07,Dog,Gunner Baker,Gunner ,12,Labrador 
7/21/2019 19:58:37,Other,Lady Sybil,Lady,1.75,Holland Lop
7/21/2019 19:58:45,Cat,Ashley Williams,Ash,8,Maine Coon
7/21/2019 19:58:49,Dog,April In Paris ,Paris ,6,Golden Retriever / Mix
7/21/2019 19:58:56,Other,Colby,Colby,3,
7/21/2019 19:59:01,Cat,Mister,Mister,2,American Shorthair
7/21/2019 19:59:19,Cat,Goku,Tutu,2,
7/21/2019 19:59:39,Other,Miles,Miles,5,Goldfish
7/21/2019 19:59:43,Cat,Fuzzball,Fuzzybutt,10,American shorthair 
7/21/2019 19:59:55,Dog,Felix,Felix,2,
7/21/2019 20:00:18,Cat,Benjamin,Ben,14,
7/21/2019 20:00:01,Dog,Woodruff,Woody,10,Saint Bernard/Cocker Spaniel
7/21/2019 20:00:31,Cat,Tibby,Tib Or Monster ,3,Unknown 
7/21/2019 20:01:12,Dog,Kitty Take Your Gloves Off,Reba ,8,Golden Retriever / Mix
7/21/2019 20:02:13,Cat,Honey,Honey,7,Tabby
7/21/2019 20:02:25,Dog,Mulligan,Mull,12,Golden
7/21/2019 20:02:32,Dog,Loki,Loki Aka Goof Ball ,0.66,Golden Retriever / Mix
7/21/2019 20:03:26,Dog,Okemo,Okemo,8,Australian Cattle Dog
7/21/2019 20:03:29,Dog,Beau ,Beau,1,Golden Retriever / Mix
7/21/2019 20:04:24,Cat,Lucy ,Lucy,6,
7/21/2019 20:04:33,Dog,Zack Attack,Zack,10,Golden Retriever / Mix
7/21/2019 20:05:02,Dog,Kendall,Kendall,4,Hound lab mix
7/21/2019 20:05:13,Dog,Bailey,Bailey,1,Lab/pointer
7/21/2019 20:05:26,Dog,Ranger,Ranger,11,German Shepherd / Mix
7/21/2019 20:05:28,Dog,Dan,Dan,12,Basenji Mix
7/21/2019 20:05:32,Dog,Sir Maximillion Of Binghamton,Max,10,Golden Retriever / Mix
7/21/2019 20:05:35,Dog,Freya,Freya,3,Pointer/sharpei
7/21/2019 20:05:57,Dog,Jackson,Jax,14,Golden mix 
7/21/2019 20:06:09,Dog,Kurama,Kdog,3,
7/21/2019 20:06:13,Dog,Luchik,Luchik Or Luci,5,White German Shepherd-Husky
7/21/2019 20:06:24,Dog,Pippi Hyde,Pippi,11,Cocker spaniel
7/21/2019 20:06:35,Cat,Scarlet,Purrincess Kitty,13,Domestic shorthair
7/21/2019 20:06:50,Dog,Pearly,Pearl,5.5,Husky mix
7/21/2019 20:07:02,Cat,Sebastian,Monkey,12,Domestic shorthair 
7/21/2019 20:07:18,Dog,Walter,Walty,6,Spaniel Mix
7/21/2019 20:07:22,Cat,Reeses Pieces,Reesie,2,Domestic Short Hair
7/21/2019 20:07:49,Dog,Buddy Of Bailey's Irish Cream,Buddy,11,Black Lab
7/21/2019 20:08:05,Dog,Belle,Belle,15,Golden Retriever / Mix
7/21/2019 20:08:06,Cat,Sushi Roll,Sushi,15,American Bobtail
7/21/2019 20:08:26,Dog,Zoe Marie,Zoe,6,German Shepherd / Mix
7/21/2019 20:08:48,Dog,Wilson,Wilson,4,Lab mix
7/21/2019 20:09:27,Cat,Mochi,Mochi,15,American Bobtail
7/21/2019 20:09:30,Dog,Reesie ,Reesie,14,Yorkshire Terrier  / Mix
7/21/2019 20:09:48,Cat,Sasuke,Sasuke ,6,Mixed 
7/21/2019 20:09:52,Cat,Sasuke,Sasuke ,6,Mixed 
7/21/2019 20:10:08,Dog,Bocephus Ray,Bo,6,German Shepherd / Mix
7/21/2019 20:10:18,Dog,Gunner,Gunny,5,Yellow lab
7/21/2019 20:10:24,Dog,Stella,Stella,12,Daschund mix
7/21/2019 20:10:25,Dog,Bailey's Irish Cream,Bailey,deceased,"""Black Golden Retriever"" (GR/choc lab)"
7/21/2019 20:10:28,Cat,Abigail,Abby,8,Siamese 
7/21/2019 20:10:54,Dog,Poppy,Pops,16,Jack Russell
7/21/2019 20:11:13,Dog,Nina,Beans,12,Flat Coated Retriever 
7/21/2019 20:12:20,Cat,Boris,Boris,3,Spinx
7/21/2019 20:12:21,Cat,Smoochey ,Moo Moo Cow/ Moochey ,18,Domestic short hair 
7/21/2019 20:13:16,Cat,Toast Malone,Toast ,5,
7/21/2019 20:13:34,Cat,Hex,Hex,8,
7/21/2019 20:14:01,Cat,Smudge Of Grey,Smudge,7,
7/21/2019 20:14:02,Dog,Charlotte,Char,4,Beagle  / Mix
7/21/2019 20:14:02,Dog,Ms. Cuddles,Cuddles,13.75,"""Chiffon"" (Shih Tzu/Brussels Griffon)"
7/21/2019 20:14:29,Dog,Wayne Rooney,Roo,13,Border Collie
7/21/2019 20:14:34,Dog,Snack,Snack,2,Rottweiler/cocker spaniel mix
7/21/2019 20:14:46,Cat,Skipper,Skips,16,
7/21/2019 20:14:51,Cat,Nacho Bell Grande,Bean,1,Yes
7/21/2019 20:15:54,Dog,Hazel,Zelly,3,Golden Retriever / Mix
7/21/2019 20:15:57,Dog,Luna Calamity Barnes,Luna,9,Mutt
7/21/2019 20:16:19,Dog,Hiro Barnes,Hiro,5,Mutt
7/21/2019 20:16:33,Dog,Ramsey,Ramsey,0.33,Labrador 
7/21/2019 20:16:33,Dog,Stella Diane,Stella,6,Havanese type mix 
7/21/2019 20:16:55,Dog,Trigger ,Trig,4,Labrador Retriever
7/21/2019 20:17:22,Cat,Noodle,Noodle,3,Calico/domestic shorthair
7/21/2019 20:18:31,Dog,Héloïse,Héloïse ,10,Papillon mix
7/21/2019 20:19:47,Dog,Scout Mcgee,Scout,12,Spitz
7/21/2019 20:20:22,Dog,Milo,Milo,2,Golden Retriever / Mix
7/21/2019 20:20:34,Dog,Kolbie,Kolbie,10,Beagle  / Mix
7/21/2019 20:20:52,Dog,Rhyannon's Princess Nikita,Nikki,10.5,Siberian Husky
7/21/2019 20:20:54,Cat,Scram,Scrammies,2,Domestic medium hair
7/21/2019 20:21:13,Cat,Darwin,Cat,7,
7/21/2019 20:21:17,Cat,Leo,Leo,16,
7/21/2019 20:21:27,Cat,Kanga,Kanga,4,Calico/Tabby
7/21/2019 20:21:37,Other,Winona,Winnie,2,
7/21/2019 20:22:00,Cat,Bugaloo Bonzai,Bug,7,
7/21/2019 20:22:18,Dog,Malcolm P. Dog,Malcolm,17,Mix/mutt/disaster
7/21/2019 20:23:14,Dog,Maxwell T. Bone,Max (alias: Browndog),11,Chocolate lab
7/21/2019 20:24:24,Cat,Patches,Patch,8,
7/21/2019 20:24:32,Dog,Indy,Indy,8,Poodle/beagle
7/21/2019 20:24:39,Dog,Cody Fluffball,Cody ,11,Golden Retriever / Mix
7/21/2019 20:24:59,Dog,Fudge,Fudgie ,6,Pug/beagle mix
7/21/2019 20:25:32,Dog,Mia,Mia,13,Golden Retriever / Mix
7/21/2019 20:26:25,Cat,Louie,Louie,4,
7/21/2019 20:26:42,Cat,Mitzi Junebug Kandinsky,Mitzi,8,
7/21/2019 20:27:06,Dog,Megan Gabriela Ortega,Moo,11,Boxer
7/21/2019 20:27:09,Cat,Bernie,Bernie (bernard If Naughty),2,Domestic long hair
7/21/2019 20:27:12,Dog,Bel,Bel,7,Cocker spaniel
7/21/2019 20:27:23,Dog,Artie,Artie Party,14,Golden Retriever / Mix
7/21/2019 20:27:35,Dog,Snickers,Snickers,9,beagle/german shepherd mix
7/21/2019 20:27:38,Cat,Hazel ,Hazel,4,Domestic short hair
7/21/2019 20:27:46,Dog,Blue,Blue,7,Blue heeler mix
7/21/2019 20:28:14,Dog,Wally,Wawa,2,Golden Retriever / Mix
7/21/2019 20:28:28,Dog,Copper,Copper,10,Chihuahua  / Mix
7/21/2019 20:29:28,Other,Birdie,Baby Liz,7,
7/21/2019 20:30:52,Cat,Sir Jonathan Pooh Cat,Jonathan,10,Persian 
7/21/2019 20:31:32,Dog,Juliet,Jules,2,Pit bull
7/21/2019 20:31:53,Cat,Scout,Scout,9,Tabby
7/21/2019 20:32:07,Dog,Dasher,Dash,8,Spanador
7/21/2019 20:32:18,Dog,Grace,Gracie,5,Labrador Retriever
7/21/2019 20:32:35,Dog,Ruby,Ruby,12,Mutt
7/21/2019 20:32:36,Bird,Nugget,Nugget,2,Ringneck Dove
7/21/2019 20:32:50,Dog,Levi,Lee,6,Australian Shepherd / Mix
7/21/2019 20:33:34,Dog,Elle Loki Bean,Bellie,1,Boxer mix 
7/21/2019 20:34:20,Dog,Dorthea Dix,Doge,5,Golden Retriever / Mix
7/21/2019 20:34:21,Dog,Layla Bo Peep,Layla,0.33,Beagle  / Mix
7/21/2019 20:34:39,Dog,Rocky ,Rocky ,12,Beagle mutt 
7/21/2019 20:35:10,Dog,Tillith,Tilly/tillbear,8,Hound mix
7/21/2019 20:36:01,Dog,Rollo,Rollo,3.5,Yellow lab
7/21/2019 20:37:12,Dog,Nisku,Nisku,2,G-shep mix
7/21/2019 20:37:25,Cat,Cat,Cat,8,domestic long hair
7/21/2019 20:37:45,Cat,Peaches,Peaches,5,persian
7/21/2019 20:37:54,Dog,Sadie Jo,Sadie Or Tato,5,Yellow Labrador 
7/21/2019 20:38:06,Dog,Lady,Lady,9,Bernese Mountain Dog
7/21/2019 20:38:20,Dog,Sammy Q,Sam,10,Golden Retriever / Mix
7/21/2019 20:38:34,Cat,Cookie,Cookaroo ,9,Siamese Mix
7/21/2019 20:39:01,Cat,Pepper,Bebs ,4,Tabby Mix
7/21/2019 20:39:59,Cat,Ipod,Ipod,12,
7/21/2019 20:40:28,Cat,Hank The Cowcat,Hank,12,
7/21/2019 20:40:56,Dog,Oliver Phish,Oliver,2,Pit Bull mix
7/21/2019 20:41:12,Dog,Cleopatra ,Cleo,6,Italian mastiff
7/21/2019 20:41:18,Dog,Birdie,Birdir,1,Labradoodle
7/21/2019 20:41:58,Dog,Murphy,Murph,0.58,Golden Retriever / Mix
7/21/2019 20:42:36,Dog,Ryder,Ryder,14,Yellow lab mix
7/21/2019 20:42:55,Dog,Talani Snowmageddon ,Milo,4.5,Golden Retriever / Mix
7/21/2019 20:42:57,Dog,Winnie The Blue,Winnie,0.91,Pit bull
7/21/2019 20:43:32,Dog,Scarlett,Scarlett,0.25,Cavalier King Charles Spaniel 
7/21/2019 20:43:35,Dog,Gus,Gus,11,Golden Retriever / Mix
7/21/2019 20:43:20,Dog,Dixie Marie,Dixie,8,St. Bernard
7/21/2019 20:43:40,Dog,Heidi,Heidi,2,St. Bernard
7/21/2019 20:44:00,Dog,Phin,Phin,2,St. Bernard
7/21/2019 20:44:19,Dog,Jager,Jager,12,Labrador Retriever
7/21/2019 20:45:09,Dog,Brown Bear,Bear,7,
7/21/2019 20:45:48,Dog,Lucy,Lucy,4,Golden Retriever / Mix
7/21/2019 20:46:46,Cat,Epinephrine,Epi,9,Mix
7/21/2019 20:47:04,Dog,Baylei,Stinky,1,Silver lab
7/21/2019 20:47:20,Dog,Baylei,Stinky,1,Silver lab
7/21/2019 20:47:21,Cat,That Cat,T.C.,9,Mix
7/21/2019 20:48:03,Dog,Rocky,Rocky,5,Pit bull/lab mix
7/21/2019 20:48:04,Bird,Buddy Ryan ,Buddy ,12,
7/21/2019 20:48:26,Dog,Abigail,Abby,4,Pit bull
7/21/2019 20:48:36,Dog,Kira ,Kira/squishy ,15,Beagle  / Mix
7/21/2019 20:48:40,Dog,Sammy,Sam Sam,6,Golden Retriever / Mix
7/21/2019 20:49:40,Dog,Piper Marie,Piper,4,Newfoundland mix
7/21/2019 20:50:02,Dog,Charlene ,Charlie,12,Lab mix
7/21/2019 20:52:02,Dog,Thor Mighty God Of Thunder,Thor,9,  dachshund mix 
7/21/2019 20:52:26,Dog,Cody Anne,Cody,2,Golden Retriever / Mix
7/21/2019 20:52:39,Cat,Caesar ,Jeff-jeff,9,Unknown 
7/21/2019 20:52:50,Dog,Tessa,Tessa,11,German Shepherd / Mix
7/21/2019 20:53:32,Cat,Theia,Kitty,11,Domestic long haired 
7/21/2019 20:53:52,Cat,Minerva Mcgonagall ,Minna,5,Tabby 
7/21/2019 20:55:21,Dog,Lily,Lily,10,Shepherd chow mix
7/21/2019 20:55:28,Dog,Butters,Butters,9,Shepherd mix
7/21/2019 20:55:56,Dog,Marigold,Marigold,8,Heinz 57 mutt
7/21/2019 20:55:56,Dog,Prince Romeo,Romey,8,Miniature Pinscher
7/21/2019 20:56:24,Cat,Teacher’s Pet,Teeps,2,
7/21/2019 20:56:42,Cat,Wimpy,Wimpy,2,
7/21/2019 20:56:54,Cat,Lucy,Lucy,2,
7/21/2019 20:58:04,Dog,"Snickers The First, Head Woofer",Snickers,6,YorkiePoo
7/21/2019 20:58:54,Dog,Lucky,Lucky,3,Lab/blue heeler/mixed breed
7/21/2019 20:59:08,Dog,Ares,Ares,8,Olde English Bulldog
7/21/2019 20:59:37,Cat,Skylar ,Sweet Boii,3,
7/21/2019 20:59:41,Dog,Maximillian ,Max,13,Golden Retriever / Mix
7/21/2019 20:59:43,Dog,Rogue,Rogue,6,Border collie/weimerheimer/mixed breed
7/21/2019 21:00:34,Cat,Sweety,Sweety,0,Domestic longhair 
7/21/2019 21:00:57,Cat,Benny,Ben,4,Domestic shorthair 
7/21/2019 21:00:58,Dog,Ace,Ace,1,American Hairless Terrier
7/21/2019 21:01:22,Dog,Ava,Ava,4,American Hairless Terrier
7/21/2019 21:01:47,Dog,Winnifred,Winnie,6,Shih-Tzu Poodle Mix
7/21/2019 21:02:36,Dog,Mika ,Mika,8,Pit bull/lab mix
7/21/2019 21:03:22,Dog,Charlie Elizabeth Begonias ,Charlie ,5,Labradoodle
7/21/2019 21:04:15,Dog,Jack Ass,Jack,5,Border Collie Australian shepherd mix 
7/21/2019 21:05:02,Cat,Bean,Cat,7,
7/21/2019 21:05:33,Cat,Skipps,Skipper,1,
7/21/2019 21:06:08,Cat,Carly Q Cat,Carl,5,
7/21/2019 21:06:45,Dog,Dan,Digger,13,Pug
7/21/2019 21:07:24,Dog,Koko,Koko,4,French Bulldog  / Mix
7/21/2019 21:07:42,Dog,Archibald,Archie,2,Golden Retriever / Mix
7/21/2019 21:07:48,Dog,Sassie,Sassie,19,Poodle
7/21/2019 21:08:10,Dog,Zoe,Zoe,12,Shih tzu/ poodle
7/21/2019 21:09:23,Dog,Bobo,Bobes ,10,Mutt
7/21/2019 21:09:52,Cat,Sofi,Sofi May Bofi,2,Calico
7/21/2019 21:11:03,Dog,Isiah Thomas,Izzy,0.25,Mainecoon
7/21/2019 21:11:45,Dog,Sir Pete The Pup,Pete,12,Chihuahua 
7/21/2019 21:11:59,Dog,Roux Stir,Roux,8,Catahoula mix
7/21/2019 21:12:26,Dog,Lucy Scramble ,Lucy,5,Boxer
7/21/2019 21:13:17,Dog,Junebug ,Junebug,10,Shepherd mix
7/21/2019 21:13:26,Dog,Crinkle,Crink-a-dink,7,Rhodesian Ridgeback 
7/21/2019 21:17:45,Other,George,George,0,Metamorphic
7/21/2019 21:18:59,Dog,Smokey,Spooky,14,Mutt
7/21/2019 21:19:25,Dog,Daisy May,Daisy ,3,Lab mix
7/21/2019 21:20:10,Dog,Crimson,Crimson,9,Beagle & Lab/German Shepherd mix
7/21/2019 21:20:34,Dog,Tide,Tide Dog,9,Beagle & Lab/German Shepherd mix
7/21/2019 21:21:17,Dog,Sophie,Sophie,10,Lab & Jack Russell Mix
7/21/2019 21:21:17,Dog,Sir Nigel Petrie Of The Poofybottom Clan,Nigel,12,Pomeranian/terrier mix
7/21/2019 21:23:40,Dog,Tobi,Bobo,10,Newfoundland/St. Bernard
7/21/2019 21:24:35,Dog,Bruin ,Bru ,7,Golden Retriever / Mix
7/21/2019 21:26:37,Dog,Lucinda Jean,Lucy,1,Golden Retriever / Mix
7/21/2019 21:27:05,Dog,Dave,Dave,4.5,Golden Retriever / Mix
7/21/2019 21:28:51,Dog,Harper Valley,Harper,0.25,Dachshund 
7/21/2019 21:29:31,Cat,Calleigh Marie ,Calleigh,14,Dsh 
7/21/2019 21:29:36,Dog,Buster Brown,Buster,11,"Mutt (boxer, pug, beagle, Boston terrier mix possibly)"
7/21/2019 21:29:57,Dog,Leila ,Leila!!,5,Pointer 
7/21/2019 21:30:00,Dog,Trixie,Trixie Treat,3,Golden Retriever / Mix
7/21/2019 21:31:26,Dog,Archer,Archibald ,9,Lab mix
7/21/2019 21:32:23,Dog,Josie Pancakes Fluffybottom,Josie,8,Heinz 57
7/21/2019 21:35:58,Cat,Tiger Jack,Jack,6.75,Tabby
7/21/2019 21:36:38,Cat,William Orange,Willie,6.75,Tabby
7/21/2019 21:39:23,Dog,Zeus,Zu,1,Great Dane 
7/21/2019 21:39:27,Dog,Shooter,Shooter,8,Blue Heeler
7/21/2019 21:39:42,Dog,Ellie,Ellie,8,Yellow lab
7/21/2019 21:40:04,Dog,Macie,Mace,8,Golden
7/21/2019 21:40:29,Dog,Maddie,Bubbis,17,Shih Tzu
7/21/2019 21:41:51,Cat,Motown,Mo,8,Domestic Longhair
7/21/2019 21:43:52,Other,Spot,Spot,0.5,Betta fish 
7/21/2019 21:43:54,Dog,Squirt,Squirt,7,Bulldog
7/21/2019 21:43:30,Dog,Samantha Marie,Sammie,8,Mutt
7/21/2019 21:44:06,Dog,Quincy,Quincy,5,Chihuahua  / Mix
7/21/2019 21:44:40,Dog,Cajun ,Cajun ,6,Golden Lab
7/21/2019 21:45:11,Dog,Duke,Dukie Doo,3,Pit bull
7/21/2019 21:45:51,Dog,Daisy,Daisy Dee,3,Pit bull
7/21/2019 21:46:02,Dog,Nico,Nico,4,Pug/Boston Terrier Mix
7/21/2019 21:46:07,Dog,Chance Mccoy ,Chance,10,Golden Retriever / Mix
7/21/2019 21:46:35,Dog,Kobi,Kobi,11,Pit Bull mix
7/21/2019 21:47:09,Dog,Maila ,Maila Moose,1,South African Mastiff
7/21/2019 21:48:10,Other,Domino,Dommi,6,Paint
7/21/2019 21:48:45,Dog,Phineas,Phin,3,Labrador 
7/21/2019 21:48:57,Dog,Cody,Vody,20,Labrador Retriever
7/21/2019 21:50:38,Dog,Perry,Perry,3,Labrador 
7/21/2019 21:50:39,Other,Gregory Peck,Greggie,2,Bantam Cochin
7/21/2019 21:50:55,Dog,Call It A Night Sir Dudley,Dudley,5,Golden Retriever / Mix
7/21/2019 21:51:40,Dog,Madison Brooke,Maddy,7,Foxhound Mix
7/21/2019 21:51:57,Cat,Pandors,Pandora,10,Unknown
7/21/2019 21:52:15,Dog,Like Francis,Luke,8,Treeing Walker Coonhound / Mix
7/21/2019 21:52:13,Cat,Bo Bo,Bo Bo,4,
7/21/2019 21:52:39,Cat,Zooey,Zooey,8,
7/21/2019 21:53:22,Cat,Mollie ,Mollie,2,Evil 
7/21/2019 21:53:44,Cat,Jj,Jj,0.5,
7/21/2019 21:54:07,Cat,Jenson Button. (last Name Pronounced Boo Tawn),Boo Bear,8,Mix
7/21/2019 21:55:30,Dog,Pilikia,Pili,14,Chihuahua 
7/21/2019 21:57:00,Dog,Mia Pieper,Mia ,3,Black lab/ greyhound mix 
7/21/2019 21:55:40,Cat,Nova Blake,Nova,1,Tabby 
7/21/2019 21:59:31,Dog,Pepper Potts,Pepper,6,Golden Retriever / Mix
7/21/2019 22:00:01,Dog,Scruffy,Scruffy,deceased,Mutt
7/21/2019 21:59:45,Cat,Nikolai Maranov,Mr. M,12,Maine Coon
7/21/2019 22:00:09,Cat,Django,Django,16,Tuxedo cat
7/21/2019 22:01:50,Dog,Princess Jessi,Jessi,7,
7/21/2019 22:00:27,Dog,Mowgli,Mowgli,1,Labrador 
7/21/2019 22:00:40,Dog,Luna,Luna,2,Labrador 
7/21/2019 22:01:12,Dog,Wille,Willie,8,
7/21/2019 22:02:16,Dog,Otto,Otto,15,Doberman/Basset Hound
7/21/2019 22:02:36,Cat,Momma Martha,Martha,5,DSH
7/21/2019 22:03:14,Dog,Optimus,Opti,7,Maltese
7/21/2019 22:05:51,Dog,Memphis Mumford ,Memphis,2,Cane Corso Mastiff
7/21/2019 22:05:57,Cat,Antoine,Toine,8,Tabby cat
7/21/2019 22:06:28,Dog,Louie,Louie,6,Lab/bloodhound mix
7/21/2019 22:06:33,Cat,Hunter Pounce,Caracat,8,Shorthair cat
7/21/2019 22:06:50,Dog,Anna,Anna,5,
7/21/2019 22:07:20,Dog,Chester ,Chester,13,Nova Scotia Duck Toller
7/21/2019 22:07:31,Dog,Zeus Theodore,Zeus,7,Schnoodle (schnauzer/poodle)
7/21/2019 22:07:42,Dog,Ripley,Ripley,13,Golden Retriever / Mix
7/21/2019 22:07:45,Dog,Beau,Beau Beau ,4,Goldendoodle
7/21/2019 22:08:06,Dog,Lucy,Lucy,9,Golden Retriever / Mix
7/21/2019 22:08:46,Dog,Penelope ,Penny,3,Maltese
7/21/2019 22:08:46,Dog,Callie,Cal,4,Golden Retriever / Mix
7/21/2019 22:08:21,Dog,Jake,Jakey Poo Poo Head,2,Goldendoodle
7/21/2019 22:09:28,Dog,Willie,Willie,2.5,Lab mix
7/21/2019 22:12:42,Dog,Package,Package,1,Dalmatian mix
7/21/2019 22:12:53,Cat,Algernon ,Algy,11,
7/21/2019 22:13:07,Cat,Pickles!,Pickles Or Pumpkin Or Cutie Pie Or Little Darlin,3,Torti
7/21/2019 22:13:09,Cat,Jiblit,Tiny Jib ,1,
7/21/2019 22:13:19,Dog,Luna,Luna,5,Yorkie 
7/21/2019 22:13:39,Dog,Delilah,Lila,4,Labrador 
7/21/2019 22:15:54,Cat,Celie,Celie,7,Tabby
7/21/2019 22:16:08,Cat,Sophie,Sophie,7,Tabby
7/21/2019 22:16:17,Cat,Oliver Wendell Holmes,Oliver,9,
7/21/2019 22:16:31,Dog,Josephine ,Josie,4,Border Collie/Pit Mix 
7/21/2019 22:17:49,Dog,Russell D.,Rusty,9,Mutt
7/21/2019 22:17:51,Dog,Excalibur Insubordinate O’mallie Ix ,Cali ,2,Golden Retriever / Mix
7/21/2019 22:18:58,Dog,Darth Vada Mae,Vada,7,Border collie / Mix
7/21/2019 22:19:03,Cat,Felix,Felix,12,Domestic Shorthair
7/21/2019 22:19:33,Dog,Butterscotch,Butters,9,Mutt
7/21/2019 22:19:56,Dog,Emma Jean Jelly Bean,Emma,13,Shih Tzu
7/21/2019 22:19:58,Cat,Binky,Binky,2,domestic shorthair
7/21/2019 22:20:18,Cat,Sox,Sox,10,domestic shorthair 
7/21/2019 22:21:23,Dog,Rigby,Rigs,6,Boston terrier
7/21/2019 22:22:13,Dog,Sir Scribbles Of The Shire,Scribbles,5,Shih tzu/corgi 
7/21/2019 22:21:59,Cat,Herbert Fitzgerald,Bertie,3,Ragdoll
7/21/2019 22:22:22,Cat,Gary,Gary,0,Tabby
7/21/2019 22:22:27,Cat,Cassandra,Cassie,7,Siamese Mix
7/21/2019 22:23:02,Cat,Moose,Moose,0.16,Calico
7/21/2019 22:23:28,Dog,Tele,Tele,11,Labrador 
7/21/2019 22:23:53,Dog,Maggie,Pooper,14,Dachshund 
7/21/2019 22:24:46,Cat,Daniel,Daniel,16,Oriental Shorthair
7/21/2019 22:25:26,Cat,Kitty,Kitty,16,DSH
7/21/2019 22:25:40,Dog,Daisy Mae,Daisy,11,Golden Retriever / Mix
7/21/2019 22:27:54,Dog,Bug,Bug,6,Jack Russel mix
7/21/2019 22:28:09,Dog,Rayven,Ray,6,German Shepherd / Mix
7/21/2019 22:28:12,Dog,Puppy Girl,Puppy,4,Jack Russell
7/21/2019 22:28:29,Dog,Beyoncé ,Beyoncé ,2,Chihuahua 
7/21/2019 22:30:21,Dog,Pippa Mad,Pippa,2,Havanese 
7/21/2019 22:30:35,Dog,Tails Balboa,Tails ,14,Chihuahua 
7/21/2019 22:31:00,Dog,Tara Balboa,Tara,6,Chihuahua 
7/21/2019 22:35:27,Dog,Mia,Mimi,1,Chihuahua 
7/21/2019 22:34:11,Dog,Slainte,Slainte,12,Chiweenie
7/21/2019 22:35:50,Cat,Persephone,Persnuffy,11,
7/21/2019 22:35:51,Cat,Piper,Pipes,1,
7/21/2019 22:36:42,Cat,Belle,Tiny Kitten,12,
7/21/2019 22:37:27,Cat,Nyx,Nyxapooski,8,
7/21/2019 22:38:48,Dog,Clyde Frog The Dog,Clyde ,3.75,Yellow Labrador 
7/21/2019 22:38:05,Cat,Baby Tiger,Tiger Bub,11,
7/21/2019 22:38:43,Cat,Havoc,Bb,2,
7/21/2019 22:40:36,Dog,Asher,Ashie,9,Golden Retriever / Mix
7/21/2019 22:40:38,Dog,Miley,Miley,13.5,Mutt
7/21/2019 22:40:40,Cat,Tux,Monsieur Tux,2,
7/21/2019 22:41:00,Other,Paisley Desert Melody ,Melody,7,Mustang (horse)
7/21/2019 22:41:07,Dog,Suzie,Suzie,5,Chocolate lab
7/21/2019 22:41:27,Dog,Joshua,Joshie,9,Golden Retriever / Mix
7/21/2019 22:42:08,Dog,Kona Kai,Kona,2,"Mutt: half terrific, half amazing (most likely golden retriever/German Shepherd "
7/21/2019 22:42:19,Cat,Simba,Simba,6,DSH (He orange)
7/21/2019 22:43:04,Dog,Charlie,Charlie,11,Boston Terrier x Pug
7/21/2019 22:43:11,Other,Lucky,Lucky,0,Desert tortoise
7/21/2019 22:43:41,Cat,Duncan,Duncan,5.5,NA
7/21/2019 22:44:09,Dog,Lucky,Lucky,4,Lab Retriever 
7/21/2019 22:44:25,Dog,Lily Ann ,Lily,3,Golden Retriever / Mix
7/21/2019 22:44:38,Dog,Robbie,Robbie,10,West Highland White
7/21/2019 22:44:39,Dog,Chance ,Chance ,4,Lab Retriever 
7/21/2019 22:45:30,Cat,Mir Hector,Mir,11.5,Domestic shorthair
7/21/2019 22:45:38,Cat,Clover,Clo,2,
7/21/2019 22:46:05,Cat,Lacerta Grace,Laci,11,Domestic shorthair
